date,year,month,city,product_id,product_name,category,sub_category,channel,customer_type,unit_price,sales_qty,revenue,cost,profit,discount,rating
2025-01-07,2025,1,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3641153,6,13326619,8214636,5111983,0.39,4.3
2025-10-25,2025,10,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18044862,3,37352864,24215074,13137790,0.31,4.7
2025-03-07,2025,3,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5984677,10,41294271,31501493,9792778,0.31,3.6
2025-01-21,2025,1,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12183748,11,109897406,89447166,20450240,0.18,4.2
2025-07-17,2025,7,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16878299,17,218067623,173851286,44216337,0.24,3.6
2025-06-07,2025,6,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8773397,10,43866985,29035189,14831796,0.5,4.3
2025-08-31,2025,8,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,19010369,6,87827904,54238026,33589878,0.23,3.7
2025-06-27,2025,6,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5030830,9,25355383,20034074,5321309,0.44,4.0
2025-03-31,2025,3,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3543412,20,55277227,40552962,14724265,0.22,4.0
2025-02-05,2025,2,Asahan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8757623,4,27323783,20791601,6532182,0.22,3.6
2025-10-03,2025,10,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,6921884,2,11628765,7607732,4021033,0.16,4.7
2025-06-10,2025,6,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14879519,14,133320490,84159341,49161149,0.36,3.8
2025-03-07,2025,3,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,6722841,7,32941920,22630491,10311429,0.3,4.3
2025-09-07,2025,9,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,8355792,14,111132033,77716983,33415050,0.05,4.3
2025-09-15,2025,9,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,8026390,40,288950040,223983578,64966462,0.1,4.3
2025-10-25,2025,10,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17094511,13,180005200,136826744,43178456,0.19,4.0
2025-09-13,2025,9,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13171547,12,128027436,97339702,30687734,0.19,4.8
2025-12-07,2025,12,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9748601,2,13063125,8670429,4392696,0.33,4.3
2025-09-20,2025,9,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9081702,10,84459828,65047987,19411841,0.07,3.8
2025-12-05,2025,12,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Online,Business,17163916,6,51491748,40578255,10913493,0.5,4.7
2025-06-08,2025,6,Binjai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,5870806,7,20547821,16657198,3890623,0.5,4.7
2025-03-05,2025,3,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3858327,10,20449133,12420885,8028248,0.47,4.8
2025-04-30,2025,4,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4291280,19,77457604,46950391,30507213,0.05,4.6
2025-07-06,2025,7,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,18277589,41,621986353,456957366,165028987,0.17,3.9
2025-10-17,2025,10,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3504294,4,10933397,7682003,3251394,0.22,4.8
2025-04-01,2025,4,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,20024787,8,145780449,98231730,47548719,0.09,4.5
2025-02-06,2025,2,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,2609603,19,46607509,28423355,18184154,0.06,4.9
2025-04-03,2025,4,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11430221,3,27775437,21706148,6069289,0.19,4.2
2025-01-12,2025,1,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13105860,2,16513383,11261546,5251837,0.37,3.8
2025-12-17,2025,12,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4590437,4,11935136,9154792,2780344,0.35,3.9
2025-01-28,2025,1,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3605588,4,9951422,6658631,3292791,0.31,4.5
2025-01-09,2025,1,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,4300844,3,9805924,6806410,2999514,0.24,4.4
2025-05-23,2025,5,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3680105,9,30471269,21454025,9017244,0.08,4.5
2025-07-08,2025,7,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11620726,3,23009037,16399971,6609066,0.34,3.7
2025-01-08,2025,1,Tapanuli Utara,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2358065,12,23486327,14233646,9252681,0.17,3.8
2025-08-08,2025,8,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10795975,4,31956086,24844358,7111728,0.26,4.9
2025-02-24,2025,2,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Business,18050915,8,114081782,89062462,25019320,0.21,4.1
2025-03-31,2025,3,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3571316,18,52712624,40538929,12173695,0.18,4.9
2025-03-09,2025,3,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16296338,18,222933903,145455803,77478100,0.24,3.6
2025-05-22,2025,5,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10953308,5,49289886,39403320,9886566,0.1,3.9
2025-11-29,2025,11,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,5854186,14,72943157,53722190,19220967,0.11,4.4
2025-06-12,2025,6,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Business,9449739,63,523893530,334429298,189464232,0.12,4.7
2025-12-03,2025,12,Karo,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18866319,9,113763903,73138336,40625567,0.33,4.3
2025-05-30,2025,5,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,14422818,4,41537715,27487020,14050695,0.28,3.8
2025-05-26,2025,5,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13366765,6,68972507,49519596,19452911,0.14,4.9
2025-02-27,2025,2,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4353410,5,17848981,11566473,6282508,0.18,4.2
2025-10-25,2025,10,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13321457,7,76465163,51159554,25305609,0.18,5.0
2025-10-14,2025,10,Sibolga,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,7553230,4,23868206,16499719,7368487,0.21,3.7
2025-04-12,2025,4,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17787718,9,126470674,91417000,35053674,0.21,3.6
2025-11-08,2025,11,Tapanuli Utara,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7575383,14,92268164,61808003,30460161,0.13,3.9
2025-01-28,2025,1,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12908734,11,109336976,84609943,24727033,0.23,3.5
2025-12-10,2025,12,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8892664,9,44819026,32746636,12072390,0.44,3.7
2025-09-09,2025,9,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2397516,9,18340997,12401995,5939002,0.15,4.6
2025-02-25,2025,2,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5261993,4,12207823,9214026,2993797,0.42,3.7
2025-10-11,2025,10,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11813344,8,62374456,39583016,22791440,0.34,4.3
2025-11-12,2025,11,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,2590499,48,116883314,79001853,37881461,0.06,3.8
2025-06-24,2025,6,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4744899,18,58077563,44112882,13964681,0.32,3.8
2025-01-19,2025,1,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12058311,2,18810965,11697043,7113922,0.22,4.3
2025-11-27,2025,11,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7535653,8,50639588,32607090,18032498,0.16,4.7
2025-01-08,2025,1,Tanjungbalai,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4115688,7,23047852,18773490,4274362,0.2,3.7
2025-07-08,2025,7,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3622115,14,27890285,20519535,7370750,0.45,3.7
2025-07-30,2025,7,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,10699340,12,88590535,68708220,19882315,0.31,4.3
2025-04-14,2025,4,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14013951,3,39098923,26424599,12674324,0.07,4.3
2025-11-22,2025,11,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,11455292,40,435301096,285886995,149414101,0.05,4.6
2025-05-15,2025,5,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,11747924,11,98212644,61047150,37165494,0.24,3.9
2025-11-14,2025,11,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13753906,7,74133553,57476605,16656948,0.23,4.0
2025-11-18,2025,11,Medan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Business,15915768,7,82443678,56943656,25500022,0.26,4.2
2025-04-13,2025,4,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12583462,3,30955316,19943778,11011538,0.18,4.2
2025-10-19,2025,10,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,13831883,8,89630601,64727370,24903231,0.19,4.4
2025-03-15,2025,3,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,3120973,20,51183957,31118869,20065088,0.18,4.6
2025-03-07,2025,3,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2961000,4,7698600,5577562,2121038,0.35,4.2
2025-08-04,2025,8,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,10878581,4,29154597,23650067,5504530,0.33,4.0
2025-06-28,2025,6,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12401982,22,174619906,108648867,65971039,0.36,4.0
2025-03-29,2025,3,Karo,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,8993500,14,99468110,68832821,30635289,0.21,4.3
2025-02-07,2025,2,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3391667,5,14245001,9391251,4853750,0.16,4.0
2025-03-20,2025,3,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17478778,13,168145844,102074786,66071058,0.26,4.9
2025-03-01,2025,3,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5169290,3,7753935,5263177,2490758,0.5,4.0
2025-09-25,2025,9,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,13704090,40,515273784,346867413,168406371,0.06,3.7
2025-10-23,2025,10,Deli Serdang,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2185076,8,14508904,9834340,4674564,0.17,4.5
2025-05-11,2025,5,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3832528,8,24528179,17574332,6953847,0.2,4.3
2025-05-03,2025,5,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7431053,8,54098065,35532098,18565967,0.09,3.9
2025-12-26,2025,12,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,15753935,47,540517509,365821273,174696236,0.27,4.2
2025-12-20,2025,12,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,14790165,4,36679609,23233232,13446377,0.38,4.6
2025-03-13,2025,3,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8208528,7,33901220,21378351,12522869,0.41,4.9
2025-11-07,2025,11,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2863415,15,40803663,27815454,12988209,0.05,4.1
2025-09-10,2025,9,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,12529223,1,8519871,5370950,3148921,0.32,4.4
2025-11-20,2025,11,Gunungsitoli,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3675596,9,27787505,22654395,5133110,0.16,4.4
2025-11-23,2025,11,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13624731,5,41555429,29426666,12128763,0.39,4.8
2025-06-16,2025,6,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16431176,2,16431176,10030424,6400752,0.5,4.9
2025-11-23,2025,11,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Online,Business,16533836,8,95234895,71440130,23794765,0.28,4.8
2025-11-06,2025,11,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2585577,2,3412961,2506591,906370,0.34,4.6
2025-05-06,2025,5,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5878316,2,9758004,6950093,2807911,0.17,4.0
2025-06-24,2025,6,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4631013,8,23340305,15020512,8319793,0.37,3.8
2025-05-30,2025,5,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12165719,7,76644029,51836234,24807795,0.1,4.7
2025-05-16,2025,5,Gunungsitoli,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,11006875,47,486283737,330994522,155289215,0.06,4.1
2025-12-01,2025,12,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14620457,13,95032970,72617654,22415316,0.5,4.9
2025-10-15,2025,10,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,5559918,6,23351655,17722934,5628721,0.3,4.3
2025-08-05,2025,8,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14527173,7,85419777,58397451,27022326,0.16,3.6
2025-05-12,2025,5,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11125087,8,72090563,54318862,17771701,0.19,3.5
2025-09-22,2025,9,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5638383,3,14208725,9733104,4475621,0.16,4.5
2025-09-17,2025,9,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8990209,3,20767382,16618877,4148505,0.23,4.5
2025-04-19,2025,4,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8260889,2,12721769,9197969,3523800,0.23,3.6
2025-03-23,2025,3,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17041512,5,46864158,37698577,9165581,0.45,4.5
2025-11-10,2025,11,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6836374,3,14151294,10734465,3416829,0.31,4.7
2025-08-05,2025,8,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,13445153,10,112939285,84128396,28810889,0.16,3.9
2025-12-03,2025,12,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4282033,10,22694774,16254293,6440481,0.47,4.4
2025-05-28,2025,5,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10692746,2,13259005,10399082,2859923,0.38,4.0
2025-07-10,2025,7,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,10384677,14,75600448,51934256,23666192,0.48,4.6
2025-01-20,2025,1,Medan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13533462,7,65366621,50870416,14496205,0.31,4.5
2025-06-02,2025,6,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,2516253,13,25841918,16196234,9645684,0.21,3.7
2025-11-12,2025,11,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3861876,5,16799160,11556220,5242940,0.13,5.0
2025-03-05,2025,3,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,6273460,5,15683650,11604844,4078806,0.5,4.3
2025-04-03,2025,4,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3196260,11,31642974,21286678,10356296,0.1,4.5
2025-07-24,2025,7,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4173249,1,2503949,1784686,719263,0.4,3.7
2025-12-18,2025,12,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,14653436,27,308601362,215740572,92860790,0.22,4.8
2025-12-30,2025,12,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4558750,14,51058000,33214860,17843140,0.2,5.0
2025-12-09,2025,12,Mandailing Natal,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,19558096,17,222766713,139459409,83307304,0.33,4.1
2025-06-01,2025,6,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18135739,4,50780069,34135373,16644696,0.3,4.8
2025-10-06,2025,10,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17285767,4,40102979,27220732,12882247,0.42,4.0
2025-07-30,2025,7,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2006278,6,6018834,3972029,2046805,0.5,4.8
2025-06-22,2025,6,Deli Serdang,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3916075,14,31250278,22028983,9221295,0.43,4.2
2025-12-01,2025,12,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17626686,5,49354720,36105166,13249554,0.44,4.7
2025-09-17,2025,9,Sibolga,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,8804495,10,70435960,55265157,15170803,0.2,3.9
2025-10-14,2025,10,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8437580,9,60750576,38053964,22696612,0.2,4.0
2025-05-15,2025,5,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5669467,6,31975793,25125866,6849927,0.06,4.1
2025-08-09,2025,8,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8113561,3,22636835,16326872,6309963,0.07,4.8
2025-12-26,2025,12,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16106468,3,35273164,27686905,7586259,0.27,4.6
2025-02-22,2025,2,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,15390700,5,70797220,43036230,27760990,0.08,5.0
2025-01-23,2025,1,Gunungsitoli,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,4267819,2,5292095,3417454,1874641,0.38,4.8
2025-09-08,2025,9,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Business,7872143,38,290167190,209522447,80644743,0.03,4.0
2025-08-11,2025,8,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,8573334,46,358879761,218072537,140807224,0.09,4.2
2025-04-30,2025,4,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8053945,11,71760649,52121812,19638837,0.19,3.6
2025-05-13,2025,5,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,5193699,2,7998296,5558060,2440236,0.23,4.2
2025-02-25,2025,2,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,6335645,4,14445270,10835091,3610179,0.43,4.9
2025-03-23,2025,3,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18444829,13,151063149,97759806,53303343,0.37,4.4
2025-03-26,2025,3,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,15719285,11,86456067,54060994,32395073,0.5,4.1
2025-06-25,2025,6,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3287551,19,52469313,41578091,10891222,0.16,4.8
2025-07-13,2025,7,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10890039,6,48351773,34736692,13615081,0.26,4.4
2025-11-17,2025,11,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5216698,15,73555441,56176665,17378776,0.06,4.4
2025-01-04,2025,1,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3644408,31,106198049,85660541,20537508,0.06,3.6
2025-10-21,2025,10,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11973891,8,57474676,41182772,16291904,0.4,4.2
2025-02-24,2025,2,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18156915,6,88242606,58090852,30151754,0.19,5.0
2025-06-17,2025,6,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3823787,6,15371623,10879348,4492275,0.33,4.8
2025-08-25,2025,8,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11992833,3,20507744,16058045,4449699,0.43,4.8
2025-12-08,2025,12,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11987534,19,184488148,150857304,33630844,0.19,4.4
2025-04-05,2025,4,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10630301,11,101731980,81040570,20691410,0.13,3.9
2025-09-20,2025,9,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Business,16045471,12,157887434,94805432,63082002,0.18,5.0
2025-12-18,2025,12,Medan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13699035,7,62330609,43496120,18834489,0.35,4.1
2025-05-28,2025,5,Binjai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14029478,7,69726505,52017225,17709280,0.29,4.0
2025-03-03,2025,3,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14540079,8,88403680,67104089,21299591,0.24,4.7
2025-08-01,2025,8,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18040386,3,49250253,30343454,18906799,0.09,4.2
2025-08-10,2025,8,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8491467,7,51118631,32358094,18760537,0.14,4.3
2025-04-05,2025,4,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,6414723,35,215534692,153109501,62425191,0.04,3.8
2025-05-03,2025,5,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18191694,3,44751567,31632477,13119090,0.18,4.6
2025-02-10,2025,2,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,11029427,14,146691379,96721321,49970058,0.05,4.3
2025-02-02,2025,2,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,4185326,11,42355499,33264123,9091376,0.08,4.5
2025-04-26,2025,4,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Business,15176722,14,174228768,120734656,53494112,0.18,3.9
2025-09-06,2025,9,Mandailing Natal,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17846465,1,13920242,8986178,4934064,0.22,4.8
2025-03-02,2025,3,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12806102,19,197085909,146835246,50250663,0.19,4.9
2025-03-14,2025,3,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11051228,6,33153684,24601495,8552189,0.5,4.8
2025-09-23,2025,9,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,14984949,17,249649250,183642127,66007123,0.02,4.8
2025-05-06,2025,5,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18172912,14,228978691,143348012,85630679,0.1,3.8
2025-07-17,2025,7,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11583882,9,70893357,49294093,21599264,0.32,4.8
2025-09-17,2025,9,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4109522,23,86957485,64247645,22709840,0.08,4.8
2025-03-10,2025,3,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13670543,4,43745737,33549005,10196732,0.2,3.5
2025-05-07,2025,5,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,4857394,7,27201406,20552495,6648911,0.2,4.9
2025-01-20,2025,1,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7906872,6,29413563,21382947,8030616,0.38,4.2
2025-03-10,2025,3,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3300009,10,16500045,10543641,5956404,0.5,4.8
2025-12-26,2025,12,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,4061166,15,48733992,31004837,17729155,0.2,4.2
2025-08-04,2025,8,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12004213,10,114040023,84867461,29172562,0.05,3.7
2025-12-09,2025,12,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Business,11756551,9,79356719,57088659,22268060,0.25,4.0
2025-06-09,2025,6,Tapanuli Utara,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,2966230,28,59799196,37435728,22363468,0.28,3.9
2025-08-14,2025,8,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2195932,13,25121462,16884042,8237420,0.12,4.4
2025-09-12,2025,9,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13051431,4,29757262,23193044,6564218,0.43,4.5
2025-02-05,2025,2,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17610477,14,197237342,139379825,57857517,0.2,4.6
2025-04-04,2025,4,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,8843899,6,48287688,34693639,13594049,0.09,4.5
2025-10-22,2025,10,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16977323,5,66211559,40151538,26060021,0.22,4.6
2025-06-12,2025,6,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5286123,11,35469885,22929985,12539900,0.39,4.0
2025-12-09,2025,12,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,2466368,2,2959641,2284828,674813,0.4,4.5
2025-10-31,2025,10,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4954980,15,65405736,45505837,19899899,0.12,3.8
